"WEEK","ISOWEEKS","YEARWEEK","SUM","PRICE","PROMO","CATEGORY"
212,1993-01-17 12:00:00,"1993-02",2354,0.945,1,"Bath Soap"
212,1993-01-17 12:00:00,"1993-02",186306,0.41,1,"FrontEnd Candies"
212,1993-01-17 12:00:00,"1993-02",118416,1.15,1,"Frozen Juice"
212,1993-01-17 12:00:00,"1993-02",93042,1.99,1,"Bottled Juice"
212,1993-01-17 12:00:00,"1993-02",627995,1.275,1,"Soft Drink"
213,1993-01-24 12:00:00,"1993-03",41780,2.495,1,"Beer"
213,1993-01-24 12:00:00,"1993-03",2352,1.495,1,"Bath Soap"
213,1993-01-24 12:00:00,"1993-03",175211,0.42,1,"FrontEnd Candies"
213,1993-01-24 12:00:00,"1993-03",139958,1.09,1,"Frozen Juice"
213,1993-01-24 12:00:00,"1993-03",98830,1.79,1,"Bottled Juice"
213,1993-01-24 12:00:00,"1993-03",752121,0.89,1,"Soft Drink"
214,1993-01-31 12:00:00,"1993-04",41835,3.49333333333333,1,"Beer"
214,1993-01-31 12:00:00,"1993-04",2269,1.495,1,"Bath Soap"
214,1993-01-31 12:00:00,"1993-04",146820,0.59,1,"FrontEnd Candies"
214,1993-01-31 12:00:00,"1993-04",163753,1.05,1,"Frozen Juice"
214,1993-01-31 12:00:00,"1993-04",97432,1.69,1,"Bottled Juice"
214,1993-01-31 12:00:00,"1993-04",667225,2.09,1,"Soft Drink"
215,1993-02-07 12:00:00,"1993-05",43179,3.99333333333333,1,"Beer"
215,1993-02-07 12:00:00,"1993-05",2281,0,0,"Bath Soap"
215,1993-02-07 12:00:00,"1993-05",143075,0.6625,1,"FrontEnd Candies"
215,1993-02-07 12:00:00,"1993-05",107226,1.19,1,"Frozen Juice"
215,1993-02-07 12:00:00,"1993-05",143504,1.77,1,"Bottled Juice"
215,1993-02-07 12:00:00,"1993-05",673820,2.19,1,"Soft Drink"
216,1993-02-14 12:00:00,"1993-06",41013,5.32666666666667,1,"Beer"
216,1993-02-14 12:00:00,"1993-06",2900,2.15,1,"Bath Soap"
216,1993-02-14 12:00:00,"1993-06",116397,0.52,1,"FrontEnd Candies"
216,1993-02-14 12:00:00,"1993-06",137436,1.19,1,"Frozen Juice"
216,1993-02-14 12:00:00,"1993-06",99183,1.79,1,"Bottled Juice"
216,1993-02-14 12:00:00,"1993-06",583777,1.49,1,"Soft Drink"
217,1993-02-21 12:00:00,"1993-07",41946,4.99333333333333,1,"Beer"
217,1993-02-21 12:00:00,"1993-07",2886,1.51,1,"Bath Soap"
217,1993-02-21 12:00:00,"1993-07",137871,0.49,1,"FrontEnd Candies"
217,1993-02-21 12:00:00,"1993-07",195353,1.115,1,"Frozen Juice"
217,1993-02-21 12:00:00,"1993-07",107563,1.58,1,"Bottled Juice"
217,1993-02-21 12:00:00,"1993-07",600959,1.99,1,"Soft Drink"
218,1993-02-28 12:00:00,"1993-08",41548,5.29666666666667,1,"Beer"
218,1993-02-28 12:00:00,"1993-08",2978,2.44,1,"Bath Soap"
218,1993-02-28 12:00:00,"1993-08",165552,0.49,1,"FrontEnd Candies"
218,1993-02-28 12:00:00,"1993-08",123305,1.185,1,"Frozen Juice"
218,1993-02-28 12:00:00,"1993-08",103104,1.79,1,"Bottled Juice"
218,1993-02-28 12:00:00,"1993-08",600971,1.99,1,"Soft Drink"
219,1993-03-07 12:00:00,"1993-09",0,0,0,"Beer"
220,1993-03-14 12:00:00,"1993-10",47903,4.81666666666667,1,"Beer"
220,1993-03-14 12:00:00,"1993-10",2454,2.29,1,"Bath Soap"
220,1993-03-14 12:00:00,"1993-10",122881,0.445,1,"FrontEnd Candies"
220,1993-03-14 12:00:00,"1993-10",94895,1.39,1,"Frozen Juice"
220,1993-03-14 12:00:00,"1993-10",83742,1.9,1,"Bottled Juice"
220,1993-03-14 12:00:00,"1993-10",475000,0.795,1,"Soft Drink"
221,1993-03-21 12:00:00,"1993-11",40428,5.15333333333333,1,"Beer"
221,1993-03-21 12:00:00,"1993-11",3312,1.89,1,"Bath Soap"
221,1993-03-21 12:00:00,"1993-11",210185,0.38,1,"FrontEnd Candies"
221,1993-03-21 12:00:00,"1993-11",136708,1.25,1,"Frozen Juice"
221,1993-03-21 12:00:00,"1993-11",157863,1.79,1,"Bottled Juice"
221,1993-03-21 12:00:00,"1993-11",624828,0.89,1,"Soft Drink"
222,1993-03-28 12:00:00,"1993-12",43390,2.745,1,"Beer"
222,1993-03-28 12:00:00,"1993-12",2660,2.14,1,"Bath Soap"
222,1993-03-28 12:00:00,"1993-12",145658,0.45,1,"FrontEnd Candies"
222,1993-03-28 12:00:00,"1993-12",251699,0.99,1,"Frozen Juice"
222,1993-03-28 12:00:00,"1993-12",103984,1.89,1,"Bottled Juice"
222,1993-03-28 12:00:00,"1993-12",794668,1.33,1,"Soft Drink"
223,1993-04-04 12:00:00,"1993-13",56483,2.745,1,"Beer"
223,1993-04-04 12:00:00,"1993-13",3354,1.995,1,"Bath Soap"
223,1993-04-04 12:00:00,"1993-13",155404,0.465,1,"FrontEnd Candies"
223,1993-04-04 12:00:00,"1993-13",164362,1.09,1,"Frozen Juice"
223,1993-04-04 12:00:00,"1993-13",119081,1.99,1,"Bottled Juice"
223,1993-04-04 12:00:00,"1993-13",896135,1.5,1,"Soft Drink"
224,1993-04-11 12:00:00,"1993-14",58872,2.575,1,"Beer"
224,1993-04-11 12:00:00,"1993-14",2778,1.845,1,"Bath Soap"
224,1993-04-11 12:00:00,"1993-14",123144,0.465,1,"FrontEnd Candies"
224,1993-04-11 12:00:00,"1993-14",118643,1.14,1,"Frozen Juice"
224,1993-04-11 12:00:00,"1993-14",103997,1.72,1,"Bottled Juice"
224,1993-04-11 12:00:00,"1993-14",697901,1.11,1,"Soft Drink"
225,1993-04-18 12:00:00,"1993-15",56419,3.32666666666667,1,"Beer"
225,1993-04-18 12:00:00,"1993-15",3097,0,0,"Bath Soap"
225,1993-04-18 12:00:00,"1993-15",149175,0.49,1,"FrontEnd Candies"
225,1993-04-18 12:00:00,"1993-15",142270,1.19,1,"Frozen Juice"
225,1993-04-18 12:00:00,"1993-15",125307,1.89,1,"Bottled Juice"
225,1993-04-18 12:00:00,"1993-15",859226,0.99,1,"Soft Drink"
226,1993-04-25 12:00:00,"1993-16",40438,3.83333333333333,1,"Beer"
226,1993-04-25 12:00:00,"1993-16",3004,0.995,1,"Bath Soap"
226,1993-04-25 12:00:00,"1993-16",144902,0.51,1,"FrontEnd Candies"
226,1993-04-25 12:00:00,"1993-16",183554,1.19,1,"Frozen Juice"
226,1993-04-25 12:00:00,"1993-16",170263,2,1,"Bottled Juice"
226,1993-04-25 12:00:00,"1993-16",690377,1.49,1,"Soft Drink"
227,1993-05-02 12:00:00,"1993-17",40170,2.495,1,"Beer"
227,1993-05-02 12:00:00,"1993-17",3026,1.5,1,"Bath Soap"
227,1993-05-02 12:00:00,"1993-17",140437,0.48,1,"FrontEnd Candies"
227,1993-05-02 12:00:00,"1993-17",179440,0.99,1,"Frozen Juice"
227,1993-05-02 12:00:00,"1993-17",105063,1.89,1,"Bottled Juice"
227,1993-05-02 12:00:00,"1993-17",899371,1.205,1,"Soft Drink"
228,1993-05-09 12:00:00,"1993-18",42072,2.745,1,"Beer"
228,1993-05-09 12:00:00,"1993-18",3815,1.86,1,"Bath Soap"
228,1993-05-09 12:00:00,"1993-18",161754,0.48,1,"FrontEnd Candies"
228,1993-05-09 12:00:00,"1993-18",140861,1.25,1,"Frozen Juice"
228,1993-05-09 12:00:00,"1993-18",112960,1.99,1,"Bottled Juice"
228,1993-05-09 12:00:00,"1993-18",622940,1.24,1,"Soft Drink"
229,1993-05-16 12:00:00,"1993-19",51288,3.82666666666667,1,"Beer"
229,1993-05-16 12:00:00,"1993-19",3343,1.99,1,"Bath Soap"
229,1993-05-16 12:00:00,"1993-19",212096,0.49,1,"FrontEnd Candies"
229,1993-05-16 12:00:00,"1993-19",119547,0.95,1,"Frozen Juice"
229,1993-05-16 12:00:00,"1993-19",113070,1.95,1,"Bottled Juice"
229,1993-05-16 12:00:00,"1993-19",646965,1.5,1,"Soft Drink"
230,1993-05-23 12:00:00,"1993-20",39221,5.16,1,"Beer"
230,1993-05-23 12:00:00,"1993-20",3550,1.49,1,"Bath Soap"
230,1993-05-23 12:00:00,"1993-20",169841,0.49,1,"FrontEnd Candies"
230,1993-05-23 12:00:00,"1993-20",129346,1.09,1,"Frozen Juice"
230,1993-05-23 12:00:00,"1993-20",152964,1.79,1,"Bottled Juice"
230,1993-05-23 12:00:00,"1993-20",624037,0.895,1,"Soft Drink"
231,1993-05-30 12:00:00,"1993-21",41372,5.265,1,"Beer"
231,1993-05-30 12:00:00,"1993-21",3480,2.25,1,"Bath Soap"
231,1993-05-30 12:00:00,"1993-21",154090,0.49,1,"FrontEnd Candies"
231,1993-05-30 12:00:00,"1993-21",170947,1.09,1,"Frozen Juice"
231,1993-05-30 12:00:00,"1993-21",112748,1.78,1,"Bottled Juice"
231,1993-05-30 12:00:00,"1993-21",571195,1.415,1,"Soft Drink"
232,1993-06-06 12:00:00,"1993-22",39221,5.16,1,"Beer"
232,1993-06-06 12:00:00,"1993-22",3550,1.49,1,"Bath Soap"
232,1993-06-06 12:00:00,"1993-22",170285,0.49,1,"FrontEnd Candies"
232,1993-06-06 12:00:00,"1993-22",129346,1.09,1,"Frozen Juice"
232,1993-06-06 12:00:00,"1993-22",152964,1.79,1,"Bottled Juice"
232,1993-06-06 12:00:00,"1993-22",623993,0.895,1,"Soft Drink"
233,1993-06-13 12:00:00,"1993-23",41372,5.265,1,"Beer"
233,1993-06-13 12:00:00,"1993-23",3480,2.25,1,"Bath Soap"
233,1993-06-13 12:00:00,"1993-23",154539,0.49,1,"FrontEnd Candies"
233,1993-06-13 12:00:00,"1993-23",170947,1.09,1,"Frozen Juice"
233,1993-06-13 12:00:00,"1993-23",112748,1.76,1,"Bottled Juice"
233,1993-06-13 12:00:00,"1993-23",571195,1.415,1,"Soft Drink"
234,1993-06-20 12:00:00,"1993-24",44771,4.16,1,"Beer"
234,1993-06-20 12:00:00,"1993-24",2930,0,1,"Bath Soap"
234,1993-06-20 12:00:00,"1993-24",369438,0.49,1,"FrontEnd Candies"
234,1993-06-20 12:00:00,"1993-24",190763,0.99,1,"Frozen Juice"
234,1993-06-20 12:00:00,"1993-24",134937,1.89,1,"Bottled Juice"
234,1993-06-20 12:00:00,"1993-24",743605,1.24,1,"Soft Drink"
235,1993-06-27 12:00:00,"1993-25",48965,4.22666666666667,1,"Beer"
235,1993-06-27 12:00:00,"1993-25",2998,1.49,1,"Bath Soap"
235,1993-06-27 12:00:00,"1993-25",185364,0.49,1,"FrontEnd Candies"
235,1993-06-27 12:00:00,"1993-25",165033,1.06,1,"Frozen Juice"
235,1993-06-27 12:00:00,"1993-25",116552,1.85,1,"Bottled Juice"
235,1993-06-27 12:00:00,"1993-25",951847,0.75,1,"Soft Drink"
236,1993-07-04 12:00:00,"1993-26",48926,2.495,1,"Beer"
236,1993-07-04 12:00:00,"1993-26",2784,1.665,1,"Bath Soap"
236,1993-07-04 12:00:00,"1993-26",268268,0.435,1,"FrontEnd Candies"
236,1993-07-04 12:00:00,"1993-26",146452,1.09,1,"Frozen Juice"
236,1993-07-04 12:00:00,"1993-26",109741,1.82,1,"Bottled Juice"
236,1993-07-04 12:00:00,"1993-26",732877,0.99,1,"Soft Drink"
237,1993-07-11 12:00:00,"1993-27",45582,2.8575,1,"Beer"
237,1993-07-11 12:00:00,"1993-27",2822,2.54,1,"Bath Soap"
237,1993-07-11 12:00:00,"1993-27",198302,0.41,1,"FrontEnd Candies"
237,1993-07-11 12:00:00,"1993-27",179034,0.99,1,"Frozen Juice"
237,1993-07-11 12:00:00,"1993-27",105315,1.99,1,"Bottled Juice"
237,1993-07-11 12:00:00,"1993-27",681751,1.05,1,"Soft Drink"
238,1993-07-18 12:00:00,"1993-28",55281,2.995,1,"Beer"
238,1993-07-18 12:00:00,"1993-28",3055,1.27,1,"Bath Soap"
238,1993-07-18 12:00:00,"1993-28",165357,0.425,1,"FrontEnd Candies"
238,1993-07-18 12:00:00,"1993-28",163017,1.19,1,"Frozen Juice"
238,1993-07-18 12:00:00,"1993-28",105465,1.99,1,"Bottled Juice"
238,1993-07-18 12:00:00,"1993-28",700551,1.3,1,"Soft Drink"
239,1993-07-25 12:00:00,"1993-29",44511,2.995,1,"Beer"
239,1993-07-25 12:00:00,"1993-29",3047,0,0,"Bath Soap"
239,1993-07-25 12:00:00,"1993-29",148336,0.53,1,"FrontEnd Candies"
239,1993-07-25 12:00:00,"1993-29",127837,1.15,1,"Frozen Juice"
239,1993-07-25 12:00:00,"1993-29",127915,1.785,1,"Bottled Juice"
239,1993-07-25 12:00:00,"1993-29",609773,1.24,1,"Soft Drink"
240,1993-08-01 12:00:00,"1993-30",51560,2.995,1,"Beer"
240,1993-08-01 12:00:00,"1993-30",2836,0.995,1,"Bath Soap"
240,1993-08-01 12:00:00,"1993-30",185883,0.68,1,"FrontEnd Candies"
240,1993-08-01 12:00:00,"1993-30",164715,1.19,1,"Frozen Juice"
240,1993-08-01 12:00:00,"1993-30",113436,1.595,1,"Bottled Juice"
240,1993-08-01 12:00:00,"1993-30",1470794,1.5,1,"Soft Drink"
241,1993-08-08 12:00:00,"1993-31",55659,2.745,1,"Beer"
241,1993-08-08 12:00:00,"1993-31",3072,0.995,1,"Bath Soap"
241,1993-08-08 12:00:00,"1993-31",189212,0.64,1,"FrontEnd Candies"
241,1993-08-08 12:00:00,"1993-31",120339,1.25,1,"Frozen Juice"
241,1993-08-08 12:00:00,"1993-31",111023,1.85,1,"Bottled Juice"
241,1993-08-08 12:00:00,"1993-31",793958,0.99,1,"Soft Drink"
242,1993-08-15 12:00:00,"1993-32",50668,5.16,1,"Beer"
242,1993-08-15 12:00:00,"1993-32",2940,1.79,1,"Bath Soap"
242,1993-08-15 12:00:00,"1993-32",178095,0.49,1,"FrontEnd Candies"
242,1993-08-15 12:00:00,"1993-32",159146,1.29,1,"Frozen Juice"
242,1993-08-15 12:00:00,"1993-32",100019,1.97,1,"Bottled Juice"
242,1993-08-15 12:00:00,"1993-32",661138,0.98,1,"Soft Drink"
243,1993-08-22 12:00:00,"1993-33",55520,2.755,1,"Beer"
243,1993-08-22 12:00:00,"1993-33",2738,1.99,1,"Bath Soap"
243,1993-08-22 12:00:00,"1993-33",170428,0.49,1,"FrontEnd Candies"
243,1993-08-22 12:00:00,"1993-33",169342,0.97,1,"Frozen Juice"
243,1993-08-22 12:00:00,"1993-33",118737,1.61,1,"Bottled Juice"
243,1993-08-22 12:00:00,"1993-33",650646,1.055,1,"Soft Drink"
244,1993-08-29 12:00:00,"1993-34",57557,2.745,1,"Beer"
244,1993-08-29 12:00:00,"1993-34",3184,1.99,1,"Bath Soap"
244,1993-08-29 12:00:00,"1993-34",244535,0.49,1,"FrontEnd Candies"
244,1993-08-29 12:00:00,"1993-34",170696,1.09,1,"Frozen Juice"
244,1993-08-29 12:00:00,"1993-34",162068,1.4375,1,"Bottled Juice"
244,1993-08-29 12:00:00,"1993-34",824521,1.155,1,"Soft Drink"
245,1993-09-05 12:00:00,"1993-35",65701,2.995,1,"Beer"
245,1993-09-05 12:00:00,"1993-35",3140,1.995,1,"Bath Soap"
245,1993-09-05 12:00:00,"1993-35",173635,0.425,1,"FrontEnd Candies"
245,1993-09-05 12:00:00,"1993-35",133271,1.13,1,"Frozen Juice"
245,1993-09-05 12:00:00,"1993-35",111324,1.955,1,"Bottled Juice"
245,1993-09-05 12:00:00,"1993-35",1016969,1.19,1,"Soft Drink"
246,1993-09-12 12:00:00,"1993-36",85749,3.54666666666667,1,"Beer"
246,1993-09-12 12:00:00,"1993-36",2966,1.07,1,"Bath Soap"
246,1993-09-12 12:00:00,"1993-36",166367,0.41,1,"FrontEnd Candies"
246,1993-09-12 12:00:00,"1993-36",179596,1.19,1,"Frozen Juice"
246,1993-09-12 12:00:00,"1993-36",100078,1.69,1,"Bottled Juice"
246,1993-09-12 12:00:00,"1993-36",844354,1.33,1,"Soft Drink"
247,1993-09-19 12:00:00,"1993-37",58654,4.74,1,"Beer"
247,1993-09-19 12:00:00,"1993-37",3387,1.045,1,"Bath Soap"
247,1993-09-19 12:00:00,"1993-37",191267,0.33,1,"FrontEnd Candies"
247,1993-09-19 12:00:00,"1993-37",108892,1.19,1,"Frozen Juice"
247,1993-09-19 12:00:00,"1993-37",189526,1.67,1,"Bottled Juice"
247,1993-09-19 12:00:00,"1993-37",751195,0.97,1,"Soft Drink"
248,1993-09-26 12:00:00,"1993-38",64761,3.71833333333333,1,"Beer"
248,1993-09-26 12:00:00,"1993-38",3325,1.045,1,"Bath Soap"
248,1993-09-26 12:00:00,"1993-38",173306,0.49,1,"FrontEnd Candies"
248,1993-09-26 12:00:00,"1993-38",125418,1.29,1,"Frozen Juice"
248,1993-09-26 12:00:00,"1993-38",115260,1.895,1,"Bottled Juice"
248,1993-09-26 12:00:00,"1993-38",731877,1.09,1,"Soft Drink"
249,1993-10-03 12:00:00,"1993-39",70320,3.06,1,"Beer"
249,1993-10-03 12:00:00,"1993-39",3427,1.27,1,"Bath Soap"
249,1993-10-03 12:00:00,"1993-39",169738,0.49,1,"FrontEnd Candies"
249,1993-10-03 12:00:00,"1993-39",165891,1.09,1,"Frozen Juice"
249,1993-10-03 12:00:00,"1993-39",160284,1.63,1,"Bottled Juice"
249,1993-10-03 12:00:00,"1993-39",993525,0.99,1,"Soft Drink"
250,1993-10-10 12:00:00,"1993-40",58547,3.29666666666667,1,"Beer"
250,1993-10-10 12:00:00,"1993-40",3057,1.27,1,"Bath Soap"
250,1993-10-10 12:00:00,"1993-40",241468,0.49,1,"FrontEnd Candies"
250,1993-10-10 12:00:00,"1993-40",109064,1.27,1,"Frozen Juice"
250,1993-10-10 12:00:00,"1993-40",117440,1.815,1,"Bottled Juice"
250,1993-10-10 12:00:00,"1993-40",971321,1.49,1,"Soft Drink"
251,1993-10-17 12:00:00,"1993-41",82371,3.71666666666667,1,"Beer"
251,1993-10-17 12:00:00,"1993-41",3141,0.995,1,"Bath Soap"
251,1993-10-17 12:00:00,"1993-41",213937,0.48,1,"FrontEnd Candies"
251,1993-10-17 12:00:00,"1993-41",168595,0.69,1,"Frozen Juice"
251,1993-10-17 12:00:00,"1993-41",129694,1.87,1,"Bottled Juice"
251,1993-10-17 12:00:00,"1993-41",958193,0.8,1,"Soft Drink"
252,1993-10-24 12:00:00,"1993-42",56689,3.16,1,"Beer"
252,1993-10-24 12:00:00,"1993-42",3659,1.99,1,"Bath Soap"
252,1993-10-24 12:00:00,"1993-42",183333,0.47,1,"FrontEnd Candies"
252,1993-10-24 12:00:00,"1993-42",133622,1.15,1,"Frozen Juice"
252,1993-10-24 12:00:00,"1993-42",119379,1.99,1,"Bottled Juice"
252,1993-10-24 12:00:00,"1993-42",677967,0.89,1,"Soft Drink"
253,1993-10-31 12:00:00,"1993-43",63636,3.65333333333333,1,"Beer"
253,1993-10-31 12:00:00,"1993-43",3528,1.99,1,"Bath Soap"
253,1993-10-31 12:00:00,"1993-43",173909,0.43,1,"FrontEnd Candies"
253,1993-10-31 12:00:00,"1993-43",125512,1.11,1,"Frozen Juice"
253,1993-10-31 12:00:00,"1993-43",109041,1.81,1,"Bottled Juice"
253,1993-10-31 12:00:00,"1993-43",833941,1.185,1,"Soft Drink"
254,1993-11-07 12:00:00,"1993-44",63748,2.92666666666667,1,"Beer"
254,1993-11-07 12:00:00,"1993-44",3250,2,1,"Bath Soap"
254,1993-11-07 12:00:00,"1993-44",166116,0.49,1,"FrontEnd Candies"
254,1993-11-07 12:00:00,"1993-44",150047,1.12,1,"Frozen Juice"
254,1993-11-07 12:00:00,"1993-44",110720,2,1,"Bottled Juice"
255,1993-11-14 12:00:00,"1993-45",62949,2.66,1,"Beer"
255,1993-11-14 12:00:00,"1993-45",3124,1.89,1,"Bath Soap"
255,1993-11-14 12:00:00,"1993-45",160404,0.49,1,"FrontEnd Candies"
255,1993-11-14 12:00:00,"1993-45",192410,0.99,1,"Frozen Juice"
255,1993-11-14 12:00:00,"1993-45",153001,1.89,1,"Bottled Juice"
256,1993-11-21 12:00:00,"1993-46",58001,3.26,1,"Beer"
256,1993-11-21 12:00:00,"1993-46",2843,1.965,1,"Bath Soap"
256,1993-11-21 12:00:00,"1993-46",159571,0.49,1,"FrontEnd Candies"
256,1993-11-21 12:00:00,"1993-46",101753,1.25,1,"Frozen Juice"
256,1993-11-21 12:00:00,"1993-46",151780,1.29,1,"Bottled Juice"
257,1993-11-28 12:00:00,"1993-47",57427,3.16,1,"Beer"
257,1993-11-28 12:00:00,"1993-47",3117,1.145,1,"Bath Soap"
257,1993-11-28 12:00:00,"1993-47",157606,0.49,1,"FrontEnd Candies"
257,1993-11-28 12:00:00,"1993-47",112090,1.29,1,"Frozen Juice"
257,1993-11-28 12:00:00,"1993-47",119960,1.62,1,"Bottled Juice"
258,1993-12-05 12:00:00,"1993-48",57292,3.47666666666667,1,"Beer"
258,1993-12-05 12:00:00,"1993-48",3082,1.145,1,"Bath Soap"
258,1993-12-05 12:00:00,"1993-48",149138,0.495,1,"FrontEnd Candies"
258,1993-12-05 12:00:00,"1993-48",147910,1.155,1,"Frozen Juice"
258,1993-12-05 12:00:00,"1993-48",139971,1.265,1,"Bottled Juice"
259,1993-12-12 12:00:00,"1993-49",57855,3.92666666666667,1,"Beer"
259,1993-12-12 12:00:00,"1993-49",3272,0.845,1,"Bath Soap"
259,1993-12-12 12:00:00,"1993-49",153181,0.41,1,"FrontEnd Candies"
259,1993-12-12 12:00:00,"1993-49",106482,1.125,1,"Frozen Juice"
259,1993-12-12 12:00:00,"1993-49",95399,1.5175,1,"Bottled Juice"
260,1993-12-19 12:00:00,"1993-50",64063,3.70666666666667,1,"Beer"
260,1993-12-19 12:00:00,"1993-50",3075,0.845,1,"Bath Soap"
260,1993-12-19 12:00:00,"1993-50",166242,0.41,1,"FrontEnd Candies"
260,1993-12-19 12:00:00,"1993-50",133046,1.25,1,"Frozen Juice"
260,1993-12-19 12:00:00,"1993-50",111334,1.25,1,"Bottled Juice"
261,1993-12-26 12:00:00,"1993-51",57644,3.32666666666667,1,"Beer"
261,1993-12-26 12:00:00,"1993-51",2977,2.14,1,"Bath Soap"
261,1993-12-26 12:00:00,"1993-51",177080,0.38,1,"FrontEnd Candies"
261,1993-12-26 12:00:00,"1993-51",166694,0.99,1,"Frozen Juice"
261,1993-12-26 12:00:00,"1993-51",100369,1.69,1,"Bottled Juice"
262,1994-01-02 12:00:00,"1994-00",171809,0.4,1,"FrontEnd Candies"
262,1994-01-02 12:00:00,"1994-00",164607,1.175,1,"Frozen Juice"
262,1994-01-02 12:00:00,"1994-00",1041861,0.99,1,"Soft Drink"
263,1994-01-09 12:00:00,"1994-01",146721,0.42,1,"FrontEnd Candies"
263,1994-01-09 12:00:00,"1994-01",99863,1.155,1,"Frozen Juice"
263,1994-01-09 12:00:00,"1994-01",671362,0.92,1,"Soft Drink"
264,1994-01-16 12:00:00,"1994-02",354138,0.33,1,"FrontEnd Candies"
264,1994-01-16 12:00:00,"1994-02",245042,1.1,1,"Frozen Juice"
264,1994-01-16 12:00:00,"1994-02",612402,0.84,1,"Soft Drink"
265,1994-01-23 12:00:00,"1994-03",168630,0.44,1,"FrontEnd Candies"
265,1994-01-23 12:00:00,"1994-03",145111,1.09,1,"Frozen Juice"
265,1994-01-23 12:00:00,"1994-03",663271,1.255,1,"Soft Drink"
266,1994-01-30 12:00:00,"1994-04",59339,3.24,1,"Beer"
266,1994-01-30 12:00:00,"1994-04",3161,2.09,1,"Bath Soap"
266,1994-01-30 12:00:00,"1994-04",171809,0.4,1,"FrontEnd Candies"
266,1994-01-30 12:00:00,"1994-04",164607,1.175,1,"Frozen Juice"
266,1994-01-30 12:00:00,"1994-04",188270,1.635,1,"Bottled Juice"
266,1994-01-30 12:00:00,"1994-04",1041861,0.99,1,"Soft Drink"
267,1994-02-06 12:00:00,"1994-05",50077,3.59333333333333,1,"Beer"
267,1994-02-06 12:00:00,"1994-05",3079,2.09,1,"Bath Soap"
267,1994-02-06 12:00:00,"1994-05",146721,0.42,1,"FrontEnd Candies"
267,1994-02-06 12:00:00,"1994-05",99863,1.155,1,"Frozen Juice"
267,1994-02-06 12:00:00,"1994-05",115183,1.79,1,"Bottled Juice"
267,1994-02-06 12:00:00,"1994-05",671362,0.92,1,"Soft Drink"
268,1994-02-13 12:00:00,"1994-06",49524,5.42666666666667,1,"Beer"
268,1994-02-13 12:00:00,"1994-06",3039,2.09,1,"Bath Soap"
268,1994-02-13 12:00:00,"1994-06",354138,0.33,1,"FrontEnd Candies"
268,1994-02-13 12:00:00,"1994-06",245042,1.1,1,"Frozen Juice"
268,1994-02-13 12:00:00,"1994-06",104097,1.52,1,"Bottled Juice"
268,1994-02-13 12:00:00,"1994-06",612402,0.84,1,"Soft Drink"
269,1994-02-20 12:00:00,"1994-07",51352,3.76,1,"Beer"
269,1994-02-20 12:00:00,"1994-07",3113,2.54,1,"Bath Soap"
269,1994-02-20 12:00:00,"1994-07",168630,0.44,1,"FrontEnd Candies"
269,1994-02-20 12:00:00,"1994-07",145111,1.09,1,"Frozen Juice"
269,1994-02-20 12:00:00,"1994-07",96050,1.79,1,"Bottled Juice"
269,1994-02-20 12:00:00,"1994-07",663271,1.255,1,"Soft Drink"
270,1994-02-27 12:00:00,"1994-08",51035,3.66,1,"Beer"
270,1994-02-27 12:00:00,"1994-08",3137,0.87,1,"Bath Soap"
270,1994-02-27 12:00:00,"1994-08",157247,0.41,1,"FrontEnd Candies"
270,1994-02-27 12:00:00,"1994-08",87929,1.19,1,"Frozen Juice"
270,1994-02-27 12:00:00,"1994-08",99548,1.79,1,"Bottled Juice"
270,1994-02-27 12:00:00,"1994-08",645685,1.75,1,"Soft Drink"
271,1994-03-06 12:00:00,"1994-09",48614,4.32666666666667,1,"Beer"
271,1994-03-06 12:00:00,"1994-09",3046,2.29,1,"Bath Soap"
271,1994-03-06 12:00:00,"1994-09",179683,0.41,1,"FrontEnd Candies"
271,1994-03-06 12:00:00,"1994-09",170724,1.15,1,"Frozen Juice"
271,1994-03-06 12:00:00,"1994-09",102115,1.79,1,"Bottled Juice"
271,1994-03-06 12:00:00,"1994-09",872140,1.19,1,"Soft Drink"
272,1994-03-13 12:00:00,"1994-10",50344,3.82666666666667,1,"Beer"
272,1994-03-13 12:00:00,"1994-10",2830,2.02,1,"Bath Soap"
272,1994-03-13 12:00:00,"1994-10",127589,0.465,1,"FrontEnd Candies"
272,1994-03-13 12:00:00,"1994-10",117234,0.99,1,"Frozen Juice"
272,1994-03-13 12:00:00,"1994-10",137048,1.69,1,"Bottled Juice"
272,1994-03-13 12:00:00,"1994-10",645281,1.19,1,"Soft Drink"
273,1994-03-20 12:00:00,"1994-11",47529,3.67333333333333,1,"Beer"
273,1994-03-20 12:00:00,"1994-11",3070,1.07,1,"Bath Soap"
273,1994-03-20 12:00:00,"1994-11",126402,0.42,1,"FrontEnd Candies"
273,1994-03-20 12:00:00,"1994-11",116472,1.1,1,"Frozen Juice"
273,1994-03-20 12:00:00,"1994-11",114457,1.73,1,"Bottled Juice"
273,1994-03-20 12:00:00,"1994-11",813898,1.18,1,"Soft Drink"
274,1994-03-27 12:00:00,"1994-12",49892,2.83,1,"Beer"
274,1994-03-27 12:00:00,"1994-12",2905,1.105,1,"Bath Soap"
274,1994-03-27 12:00:00,"1994-12",131367,0.49,0,"FrontEnd Candies"
274,1994-03-27 12:00:00,"1994-12",92864,1.19,1,"Frozen Juice"
274,1994-03-27 12:00:00,"1994-12",115671,1.78,1,"Bottled Juice"
274,1994-03-27 12:00:00,"1994-12",710300,1.115,1,"Soft Drink"
